index,published,topic,term,domain,language,valid,de,title,description,en,la,url,image,archive,content,quote,added,feed,country,ipcc,continent
899d2348a1c2aec3ca9a73f169d7c236,2025-11-11T15:28:35Z,Storm,tempesta italia,travel.thewom.it,it,0.3,"Es zieht ein Sonnensturm auf und wir könnten auch in Italien die Nordlichter sehen. Das Phänomen, das den italienischen Himmel grün färben könnte Ein „kannibalischer“ Sonnensturm, so genannt, weil zwei koronale Massenauswürfe zu einer einzigen Energiewelle verschmelzen, ist im Begriff, die Erde zu erreichen und könnte sogar ein einzigartiges Spektakel bieten…",C’è una tempesta solare in arrivo e potremmo vedere l’aurora boreale anche in Italia,"Il fenomeno che potrebbe tingere di verde il cielo italiano Una tempesta solare “cannibale”, così chiamata perché due espulsioni di massa coronale si fondono in un’unica onda di energia, sta per raggiungere la Terra e potrebbe regalare uno spettacolo unico an…","There is a solar storm coming and we could see the Northern Lights in Italy too. The phenomenon that could dye the Italian sky green A ""cannibalistic"" solar storm, so called because two coronal mass ejections merge into a single wave of energy, is about to reach the Earth and could offer a unique spectacle even…","Solaris tempestas est accedens et septemtriones Lumina in Italia quoque videre potuimus. Res, quae tempestatem solarem ""cannibalistic"" italico caelo tingere potuit, ita dicta est quod duae missae coronales ejectiones in unam undam energiae merguntur, Terram attingturus est et spectaculum singulare etiam ... offerre potuit.",https://travel.thewom.it/destinazioni/news-lowcost/aurora-boreale-italia.html,https://travel.thewom.it/content/uploads/sites/4/2025/11/Aurora-Boreale-Italia.jpg,,"Una tempesta solare cannibale, così chiamata perché due espulsioni di massa coronale si fondono in ununica onda di energia, sta per raggiungere la Terra e potrebbe regalare uno spettacolo unico anche… [+2446 chars]",,2025-12-12 16:07:10+00:00,wmo,Italy,MED,Europe
ecb8dc1928ce6068d8b93d3d900c2665,2025-11-27T11:27:58Z,Storm,tempesta italia,www.ilsole24ore.com,it,0.0,"Kaffee, Unternehmensgewinne unter Druck. Lavazza: kritische Situation auch für die Zukunft. Das zweitägige Treffen zwischen den Produzenten des italienischen Kaffeekomitees der italienischen Lebensmittelunion ist im Gange und sie stehen vor einem „perfekten Sturm“ zwischen teuren Rohstoffen, logistischen Blockaden und neuen europäischen Vorschriften, die die Wettbewerbsfähigkeit zu untergraben drohen...","Caffè, guadagni delle aziende sotto pressione. Lavazza: situazione critica anche per il futuro","Al via la due giorni di confronto dei produttori del Comitato italiano del caffè di Unione Italiana food che stanno affrontando una «tempesta perfetta» tra caro materie prime, blocchi logistici e nuove normative europee che rischiano di minare la competitivit…","Coffee, companies' earnings under pressure. Lavazza: critical situation also for the future. The two-day meeting between the producers of the Italian Coffee Committee of the Italian Food Union is underway and they are facing a ""perfect storm"" between expensive raw materials, logistical blocks and new European regulations that risk undermining competitiveness...","Coffee, turmae mercedes cogente. Lavazza: res etiam in futurum discrimen. Duo dies congressus inter effectores Committee Italicae Coffee Italici Cibis Unionis est comparatus et ""tempestas perfecta"" versantur inter pretiosas materias crudas, logisticas et novas Europaeae normas, quae aemulatione periculum labefactant.",https://www.ilsole24ore.com/art/caffe-guadagni-aziende-sotto-pressione-lavazza-situazione-critica-anche-il-futuro-AHeJ77yD,https://i2.res.24o.it/images2010/S24/Documenti/2025/11/28/Immagini/Ritagli/11-U51351845483JUD-1440x752@IlSole24Ore-Web.jpg?r=1170x507,,"Eppure, nonostante queste minacce, i numeri complessivi del settore continuano a essere da primato, rendendo ancora più preoccupante il rischio di vedere compromessa uneccellenza industriale italiana… [+1959 chars]",,2025-12-13 08:54:31+00:00,wmo,Italy,MED,Europe
528cf264e45ad7433d29b01a71e58e0b,2025-11-19T08:27:55Z,Storm,tempesta puglia,www.ilgiornale.it,it,0.2,"Der Winterwirbel naht: Plötzliche Stürme, da. Aufgrund eines Zyklonwirbels, der von arktischer Luft gespeist wird, bereitet sich eine intensive Schlechtwetterphase vor, in der es zu Regen, Stürmen und Schneefall kommen wird","È in arrivo il vortice invernale: tempeste improvvise, ecco dove","Si prepara un'intensa fase di maltempo a causa di un vortice ciclonico alimentato da aria artica: dove colpiranno piogge, nubifragi e nevicate","The winter vortex is coming: sudden storms, that's where. An intense phase of bad weather is preparing due to a cyclonic vortex fed by arctic air: where rain, storms and snowfall will hit","Hiems vortex venit: tempestates repentinae, ubi. Intensa tempestas tempestatum parat ob voragines cyclonicas, quae ab arctico aere pascuntur: ubi pluviae, tempestates et nix ferient.",https://www.ilgiornale.it/news/meteo-e-clima/arrivo-vortice-invernale-tempeste-improvvise-ecco-dove-2570213.html,https://img.ilgcdn.com/sites/default/files/styles/social/public/foto/2025/06/29/1751182690-azervogwdg86qgewb1kg-ansa.jpeg?_=1751182690,,Un'intensa fase di maltempo di stampo prettamente invernale in anticipo sul calendario colpirà in pieno l'Italia provocando numerosi fenomeni atmosferici: dalle piogge in pianura alla neve a bassa qu… [+2522 chars],,2025-12-16 16:08:40+00:00,wmo,Italy,MED,Europe
794e95c027d1465468c74d8d2f750339,2025-11-17T08:48:03Z,Snow&Ice,neve italia,www.ilgiornale.it,it,0.7,"Doppelter Kältepuls, Temperaturen Richtung 0°C: Da ist es. Ab Dienstag, 18. November, sinken die Temperaturen in weiten Teilen Italiens mit Schnee in tieferen Lagen und Nachtfrösten: Hier kommt es zum winterlichen Schlechtwetter","Doppio impulso freddo, temperature verso gli 0°C: ecco dove",Da martedì 18 novembre temperature in picchiata su gran parte d'Italia con neve a bassa quota e gelate notturne: ecco dove colpirà il maltempo di stampo invernale,"Double cold pulse, temperatures towards 0°C: that's where. From Tuesday 18 November temperatures will plummet across much of Italy with snow at low altitude and night frosts: this is where the winter-style bad weather will hit","Pulsus frigidus duplicatus, temperaturas versus 0°C: ubi est. A die Martis 18 Novembris temperaturas per Italiam multam nives ad altitudinem altitudinis et noctis pruinas perpendiculum reddet: hoc est ubi hiemis stilus tempestatibus feriet.",https://www.ilgiornale.it/news/meteo-e-clima/doppio-impulso-freddo-temperature-verso-0-c-ecco-dove-2569061.html,https://img.ilgcdn.com/sites/default/files/styles/social/public/foto/2020/01/04/1578133081-termometri-giu.jpg?_=1578133081,,"Ormai ci siamo: la fase di maltempo che interessa principalmente il Centro-Nord ma che si sta spostando anche verso il Sud e la Sicilia farà da apripista per la prima, vera, fase fredda di stampo inv… [+2545 chars]",,2025-12-16 16:08:40+00:00,wmo,Italy,MED,Europe
9b4f1d9b2f9ba52c128409b914c86e4d,2025-11-20T13:49:31Z,Snow&Ice,neve italia,travel.thewom.it,it,0.2,"Im Herzen Italiens gibt es einen Buchenwald, der im Herbst wie ein Gemälde aussieht. Hören Sie sich lieber die Audio-Zusammenfassung an? Der Herbst hat eine unwiderstehliche Anziehungskraft, einen Zauber, der die Landschaft mit warmen und einhüllenden Farbtönen färbt. Und wenn es einen Ort in Mittelitalien gibt, an dem sich diese Jahreszeit in ihrer ganzen Kraft manifestiert, dann ist es Forca d'A...",Nel cuore dell’Italia c’è una faggeta che in autunno sembra un dipinto,"Preferisci ascoltare il riassunto audio? L’autunno ha un richiamo irresistibile, una magia che tinge il paesaggio di sfumature calde e avvolgenti. E se c’è un luogo in Centro Italia dove questa stagione si manifesta in tutta la sua potenza, quello è Forca d’A…","In the heart of Italy there is a beech forest that in autumn looks like a painting. Do you prefer to listen to the audio summary? Autumn has an irresistible appeal, a magic that colors the landscape with warm and enveloping shades. And if there is a place in Central Italy where this season manifests itself in all its power, it is Forca d'A...","In media Italia fagus est silva quae autumno picturam spectat. Audire mavis summarium audio? Autumnus appellatio intolerabilis est, magica quae landscape cum calidis et umbris involventibus colorat. Et si locus est in Media Italia, ubi hoc tempus tota sua virtute se manifestat, Forca d'A.",https://travel.thewom.it/italia/foliage-a-forca-d-acero.html,https://travel.thewom.it/content/uploads/sites/4/2025/11/Foliage-forca-dacero.jpg,,"Preferisci ascoltare il riassunto audio?
L'autunno ha un richiamo irresistibile, una magia che tinge il paesaggio di sfumature calde e avvolgenti. E se c'è un luogo in Centro Italia dove questa stag… [+6343 chars]",,2025-12-17 04:59:01+00:00,wmo,Italy,MED,Europe
cc5948dd473e199fde67bc2a4066ea83,2025-11-22T10:11:22Z,Thunderstorm,salve italia,www.ilgiornale.it,it,0.2,"Ein Zyklon kommt aus Grönland: Was wird in Italien passieren? Sehr kalt, Schneefall in tiefen Lagen und Tiefsttemperaturen sogar unter Null aufgrund des Absinkens eisiger Luft aus Grönland: Hier sind die Regionen, die am stärksten von den Phänomenen betroffen sind, und wann wird es eine Besserung geben?",In arrivo un ciclone dalla Groenlandia: cosa accadrà in Italia,"Tanto freddo, nevicate a quote basse e temperature minime anche sotto zero per la discesa di aria gelida di origine groenlandese: ecco le regioni maggiormente colpite dai fenomeni e quando avremo un miglioramento","A cyclone is arriving from Greenland: what will happen in Italy. Very cold, snowfall at low altitudes and minimum temperatures even below zero due to the descent of icy air from Greenland: here are the regions most affected by the phenomena and when will we have an improvement","Circulus e Groenlandia venit: quid in Italia fiet. Frigidissima, nix in altitudinibus humilibus et temperaturis minimis etiam infra nulla ob descensum aeris gelidi ex Groenlandia: hic regiones phaenomenis maxime affectae sunt et quando emendatio habebimus.",https://www.ilgiornale.it/news/meteo-e-clima/arrivo-ciclone-groenlandia-cosa-accadr-sull-italia-2571974.html,https://img.ilgcdn.com/sites/default/files/styles/social/public/foto/2025/11/22/1763805952-azqmumztd0bjzixkppsl-ansa.jpeg?_=1763805952,,"Freddo, e in alcuni casi anche il gelo, sono giunti come da previsioni anche sull'Italia a causa di una possente irruzione di aria artica entrata sul Mediterraneo che ha dato origine a un vortice di … [+2304 chars]",,2025-12-17 04:59:01+00:00,wmo,Italy,MED,Europe
a9fdbc932d98f44981e62c1bb89a495a,2025-11-25T11:04:44Z,Fog,nebbia pugliese,travel.thewom.it,it,0.2,"Das spektakulärste Laubwerk Mittelitaliens? Sie können es auf diesen 5 Geheimpfaden finden. Hören Sie sich lieber die Audio-Zusammenfassung an? Der Herbst verwandelt den Nationalpark Abruzzen, Latium und Molise in eine Palette warmer und einhüllender Farben, ein wahres Paradies für Wander- und Naturliebhaber. In diesem vollständigen Leitfaden führen wir Sie zu …",Il foliage più spettacolare del Centro Italia? Lo trovi su questi 5 sentieri segreti,"Preferisci ascoltare il riassunto audio? L’autunno trasforma il Parco Nazionale d’Abruzzo, Lazio e Molise in una tavolozza di colori caldi e avvolgenti, un vero paradiso per gli amanti del trekking e della natura. In questa guida completa, ti accompagneremo a…","The most spectacular foliage in Central Italy? You can find it on these 5 secret paths. Do you prefer to listen to the audio summary? Autumn transforms the Abruzzo, Lazio and Molise National Park into a palette of warm and enveloping colours, a true paradise for trekking and nature lovers. In this complete guide, we will take you to…","Fronde speciosissima in Media Italia? Invenias in his 5 occultis semitas. Audire mavis summarium audio? Autumnus in Aprutium, Lazium et Molise National Park in palette calidorum et colorum involventium, verum paradisum pro trekking et natura amantium commutat. In hoc ductore perfecto, nos te ducemus...",https://travel.thewom.it/italia/sentieri-parco-nazionale-abruzzo-lazio-molise.html,https://travel.thewom.it/content/uploads/sites/4/2025/11/Parco-Lazio-Abruzzo-Molise.jpg,,"Preferisci ascoltare il riassunto audio?
L'autunno trasforma il Parco Nazionale d'Abruzzo, Lazio e Molise in una tavolozza di colori caldi e avvolgenti, un vero paradiso per gli amanti del trekking … [+7983 chars]",,2025-12-17 04:59:01+00:00,wmo,Italy,MED,Europe
7486c150d4eb1e10f302e6424cc26780,2025-11-23T16:17:53Z,Storm,tempesta italia,www.ansa.it,it,0.3,"Schlechtes Wetter: Schnee im Aostatal, gelbe Warnung in 12 Regionen. Ab Montag wird unser Land von einer neuen Störung heimgesucht, die durch starke Strömungen feuchter und gemäßigter Luft gekennzeichnet ist und vereinzelte bis ausgedehnte Niederschläge, einschließlich Gewitter, insbesondere in den Tyrrhenischen Sektoren begünstigen wird.","Maltempo:neve in Valle d'Aosta, allerta gialla in 12 regioni","Una nuova perturbazione dalla giornata di lunedì raggiungerà il nostro Paese, caratterizzata da intense correnti di aria umida e temperata, favorirà precipitazioni da sparse a diffuse, anche temporalesche, in particolar modo sui settori tirrenici, le due i...…","Bad weather: snow in Valle d'Aosta, yellow alert in 12 regions. A new disturbance will reach our country from Monday, characterized by intense currents of humid and temperate air, which will favor scattered to widespread rainfall, including thunderstorms, especially in the Tyrrhenian sectors, the two i...…","Tempestatibus: nix in Valle d'Aosta, flava in XII regionibus erecta. Nova perturbatio in regionem nostram perveniet a Lunae, quae vehementibus excursus aeris humidi et temperati notatur, quae ad pluviam latissime disseminatam favent, inclusa tonitribus, praesertim in partibus Tyrrhenis, in duobus i....",https://www.ansa.it/sito/notizie/cronaca/2025/11/23/maltemponeve-in-valle-daosta-allerta-gialla-in-12-regioni_fb3e8868-a7ab-4b0d-9981-dbf21ffd38aa.html,https://www.ansa.it/webimages/img_1129x635/2024/4/21/e898f0ff27e47302aa5cc696dfdeaa17.jpg,,"Una nuova perturbazione dalla
giornata di lunedì raggiungerà il nostro Paese, caratterizzata
da intense correnti di aria umida e temperata, favorirà
precipitazioni da sparse a diffuse, anche tempo… [+1194 chars]",,2025-12-17 04:59:01+00:00,wmo,Italy,MED,Europe
cd201cf83aa6b0b124f546d407ef3e1f,2025-11-25T17:24:20Z,Snow&Ice,neve italia,www.ilgiornale.it,it,0.7,"Schnee, Kälte und Wind, der Polarwirbel sinkt: Was in Italien passieren kann. Heutzutage ist der Polarwirbel sehr schwach und die Windzirkulation hat ein historisches Tief erreicht: Hier erfahren Sie, was das bedeutet und welche Auswirkungen es auf das Wetter in unserem Land haben könnte","Neve, freddo e vento, si abbassa il vortice polare: cosa può succedere in Italia",In questi giorni il vortice polare è molto debole con una circolazione dei venti ai minimi storici: ecco cosa significa e quali potranno essere i riflessi sul tempo del nostro Paese,"Snow, cold and wind, the polar vortex is lowering: what can happen in Italy. These days the polar vortex is very weak with wind circulation at historic lows: here's what it means and what the implications could be for our country's weather","Nix, frigidus et ventus, polaris vortex summissus: quod fieri in Italia potest. Haec dies vortex polaris valde debilis est ventorum circulatio in historicis mugitibus: hic quid significat et quid effectus nostrae tempestatis esse possent.",https://www.ilgiornale.it/news/meteo-e-clima/vortice-polare-minimo-cosa-pu-succedere-italia-2573503.html,https://img.ilgcdn.com/sites/default/files/styles/social/public/foto/2025/11/25/1764090763-azq6dgimo58-u-fr3koa-ansa.jpeg?_=1764090763,,"Dopo la prima, vera, ondata di aria fredda di origine artica giunta in Italia con temperature che in molti casi sono scesi anche sotto lo zero e la neve che ha fatto la sua comparsa anche in pianura … [+2783 chars]",,2025-12-18 20:52:43+00:00,wmo,Italy,MED,Europe
fb60eca024ac23767546bd0d58b011d3,2025-11-26T09:15:52Z,Snow&Ice,neve italia,www.ilgiornale.it,it,0.7,"Zweiter Wintervormarsch: Woher die kalte Luft kommt und wann der Schnee zurückkehrt. Ein immer noch sehr kaltes und völlig winterliches Klima in Italien mit weiteren Schneefällen und Tiefsttemperaturen sogar unter Null: neuer Kälteimpuls, so lange wird er anhalten",Secondo anticipo d’inverno: da dove arriva l’aria gelida e la data in cui torna la neve,"Un clima ancora molto freddo e pienamente invernale sull'Italia con altre nevicate e temperature minime anche sotto zero: nuovo impulso gelido, ecco quale sarà la durata","Second advance of winter: where the cold air comes from and the date on which the snow returns. A still very cold and fully winter climate in Italy with further snowfalls and minimum temperatures even below zero: new cold impulse, here's how long it will last","Secunda successio hiemis: unde venit aer frigidus, et tempus quo redit nix. Climatum hibernum adhuc frigidissimum et plene in Italia cum nivibus ulterioribus et temperaturis minimis etiam infra zerum: novus impetus frigoris, hic est quam diu durabit.",https://www.ilgiornale.it/news/meteo-e-clima/secondo-anticipo-d-inverno-dove-arriva-l-aria-gelida-2573811.html,https://img.ilgcdn.com/sites/default/files/styles/social/public/foto/2025/11/26/1764147683-azq6dynzd0bjzixkpths-ansa.jpeg?_=1764147683,,Siamo piombati da alcuni giorni in un clima da pieno inverno (in anticipo sul calendario) praticamente su tutta Italia per la discesa di aria artica fin sul Mediterraneo che ha provocato nevicate e u… [+2328 chars],,2025-12-18 20:52:43+00:00,wmo,Italy,MED,Europe
