index,published,topic,term,domain,language,valid,de,title,description,en,la,url,image,archive,content,quote,added,feed,country,ipcc,continent
7b308ecc535c3becd6304d20bec79675,2026-04-05T07:00:41Z,Drought,periodo di siccità in Somalia,www.repubblica.it,it,0.3,"Lampedusa, die 44 Überlebenden nach 5 Tagen auf der Plattform. „Wir dachten, wir schaffen das nicht.“ Sie wurden von Aurora von Sea Watch gerettet, die im Morgengrauen in Lampedusa ankam. Der Leiter der Mission: „Der Versuch, uns nach Porto Empedocle zu schicken, ist nur eine Strategie, um uns vom Mittelmeer fernzuhalten.“","Lampedusa, i 44 sopravvissuti dopo 5 giorni sulla piattaforma. “Pensavamo di non farcela”","A soccorrerli è stata Aurora di Sea Watch, arrivata a Lampedusa all’alba. La capomissione: “Il tentativo di mandarci a Porto Empedocle è solo una strategia per tenerci lontani dal Mediterraneo”","Lampedusa, the 44 survivors after 5 days on the platform. “We thought we couldn't do it.” They were rescued by Aurora from Sea Watch, who arrived in Lampedusa at dawn. The head of the mission: ""The attempt to send us to Porto Empedocle is just a strategy to keep us away from the Mediterranean""","Lampedusa, post V dies 44 superstites in contionibus. ""Nos putavimus non potuimus facere."" Elevati sunt ab Aurora a Vigilia maris, qui in Lampedusa prima luce venit. Caput missionis: ""Conatus nos in Porto Empedocle mittere solum est consilium ut nos a Mediterraneo prohibeamus"".",https://www.repubblica.it/cronaca/2026/04/05/news/lampedusa_44_migranti_piattaforma-425265243/,https://www.repstatic.it/content/nazionale/img/2026/04/05/090024119-2f81949e-234c-47fd-a5ed-d993b942989a.jpg,,"Sono arrivati a Lampedusa allalba stremati. Dopo cinque giorni bloccati sulla Didon, la piattaforma petrolifera abbandonata dove avevano cercato rifugio quando la tempesta li ha sorpresi, i 44 naufra… [+3830 chars]",,2026-04-14 13:31:08+00:00,edo,Somalia,NEAF,Africa
5092d064d619f194d5e38b451ba32a34,2026-04-12T16:01:32Z,Storm,mareggiata piemonte,www.ansa.it,it,0.3,"Im Süden stürmische Winde und Sturmfluten, im Norden und in der Mitte Gewitter. Eine aktive Störung im westlichen Mittelmeerraum bewegt sich in Richtung Italien und verschärft allmählich die Instabilität, die ab heute Abend den Nordwesten beeinträchtigen und sich morgen auf einen Großteil des Zentrums ausweiten wird. (HANDHABEN)","Venti di burrasca e mareggiate al Sud, temporali al Nord e al Centro","Una perturbazione attiva sul Mediterraneo occidentale si muove verso l'Italia, accentuando gradualmente l'instabilità che riguarderà, dalla serata odierna, il Nord-Ovest, per estendersi domani a buona parte del Centro. (ANSA)","Gale winds and storm surges in the South, thunderstorms in the North and Centre. An active disturbance in the western Mediterranean is moving towards Italy, gradually accentuating the instability which will affect the North-West from today's evening and will extend to a good part of the Center tomorrow. (HANDLE)","galee venti et procellae in Austro, in Aquilone et Centro procellis. Actuosa perturbatio in Mediterraneo occidentali versus Italiam movetur, sensim acuens instabilitatem quae ab hodie vespertino septentrione-occidente afficiet et ad bonam partem Centri cras erit. (CONTRACTO)",https://www.ansa.it/sito/notizie/cronaca/2026/04/12/venti-di-burrasca-e-mareggiate-al-sud-temporali-al-nord-e-al-centro_64c6ab8b-dd7d-435d-b35e-169e56c718b6.html,https://www.ansa.it/webimages/img_1129x635/2026/1/21/a0616017b315ed9cbe83207c28839b59.jpg,,"Una perturbazione attiva sul
Mediterraneo occidentale si muove verso l'Italia, accentuando
gradualmente l'instabilità che riguarderà, dalla serata odierna,
il Nord-Ovest, per estendersi domani a b… [+828 chars]",,2026-04-15 03:45:34+00:00,wmo,Italy,MED,Europe
c70e4b0d09e8fa43138f294b11d644bd,2026-04-09T15:16:43Z,Snow&Ice,sarnen lungern gelido,www.ilpost.it,it,0.2,"Argentinien will Bergbauaktivitäten in Gletschergebieten erleichtern. Mit einem gerade vom Parlament verabschiedeten Gesetz, das laut Umweltschützern die Wasserreserven des Landes erheblich schädigen wird",L’Argentina vuole facilitare le attività minerarie nelle zone dei ghiacciai,"Con una legge appena approvata dal parlamento, che secondo gli ambientalisti danneggerà parecchio le riserve idriche del paese","Argentina wants to facilitate mining activities in glacier areas. With a law just approved by parliament, which according to environmentalists will significantly damage the country's water reserves","Argentina actiones fodiendi in locis glacieris faciliorem esse vult. Lege iusta a parlamento approbata, quae iuxta environmentalistae subsidia aquae patriae significanter laedunt",https://www.ilpost.it/2026/04/09/argentina-legge-tutela-ghiacciai/,https://static-prod.cdnilpost.com/wp-content/uploads/2026/04/09/1775744946-ilpost_20260409162839656_5db715a404ea085488dfd71b97ad87e4.jpg,,Il parlamento argentino ha approvato una riforma molto contestata dagli ambientalisti che facilita le attività minerarie nelle aree del paese in cui si trovano i ghiacciai. Dora in poi saranno le pro… [+2788 chars],,2026-04-15 07:06:58+00:00,wmo,Switzerland,WCE,Europe
09022b3613e927d87a586c124aea4ab8,2026-04-02T11:43:18Z,Precipitation,piogge torrenziali toscana,www.ilsole24ore.com,it,0.3,"Coldiretti: 2026 drei von vier Stürmen im Süden, Landwirtschaft in der Krise. Tausende Hektar überschwemmter Felder, Hagel auf frittierten Lebensmitteln, ersten Früchten und dem letzten Wintergemüse betroffen","Coldiretti: nel 2026 tre nubifragi su quattro al Sud, agricoltura in crisi","Migliaia di ettari di campi allagati, grandine sui fritteti, colpite le primizie e gli ultimi ortaggi invernali","Coldiretti: in 2026 three out of four storms in the South, agriculture in crisis. Thousands of hectares of flooded fields, hail on fried foods, first fruits and the last winter vegetables affected","Coldiretti: in 2026 tres ex quattuor tempestatibus in meridie, agricultura in discrimine. Milia hectares in campis inundatis, grandine in cibis frixis, primitiis et leguminibus ultimis hiemis affectis.",https://www.ilsole24ore.com/art/coldiretti-2026-tre-nubifragi-quattro-sud-agricoltura-crisi-AIdE0PJC,https://i2.res.24o.it/images2010/S24/Documenti/2026/04/03/Immagini/Ritagli/mng5mmjjcjhpr52ppe5-U00306104467JwE-1440x752@IlSole24Ore-Web.jpg?r=1170x507,,"Ascolta la versione audio dell'articolo
Nubifragi, grandinate tempeste di vento e fulmini: il meteo anomalo di inizio 2026 ha colpito soprattutto il Sud. Tre eventi su quattro tra quelli che si sono… [+2857 chars]",,2026-04-16 16:53:54+00:00,wmo,Italy,MED,Europe
ac5bb1adf60fc70cac75b02a98cfd1b1,2026-04-02T13:46:34Z,Storm,mareggiata landquart coira,www.ansa.it,it,0.3,"Heftiger Hagelsturm in der Gegend von Cosenza, große Schäden an Zitronenhainen. Ein heftiger Hagelsturm traf Rocca Imperiale im oberen ionischen Gebiet von Cosenza, wodurch die Straßen weiß wurden und die wertvollen g.g.A.-Zitronenhaine, Aprikosenkulturen und andere Obstkulturen in der Gegend beschädigt wurden. (HANDHABEN)","Violenta grandinata nel cosentino, danni ingenti ai limoneti","Una violenta grandinata ha colpito Rocca Imperiale, nell'alto Jonio cosentino, imbiancando le strade e provocando danni ai pregiati limoneti Igp, le coltivazioni di albicocco e le altre colture frutticole della zona. (ANSA)","Violent hailstorm in the Cosenza area, extensive damage to lemon groves. A violent hailstorm hit Rocca Imperiale, in the upper Ionian area of ​​Cosenza, whitening the roads and causing damage to the prized PGI lemon groves, apricot crops and other fruit crops in the area. (HANDLE)","Grando vehemens in Cusentina area, multa damna lucorum citreorum. Ingens grandinis Rocca Imperiale, in area Ionica Cusentiae superiori, vias dealbatans et lucos citreos PGI praemiis laedens, segetes persicum et alia fructifera in area. (CONTRACTO)",https://www.ansa.it/calabria/notizie/2026/04/02/violenta-grandinata-nel-cosentino-danni-ingenti-ai-limoneti_18f5ffb9-eb76-457b-9443-83d24ccef745.html,https://www.ansa.it/webimages/img_1129x635/2026/4/2/6534f2bed9e57284d58fbb6fd7fde182.jpg,,"Una violenta grandinata ha
colpito Rocca Imperiale, nell'alto Jonio cosentino, imbiancando
le strade e provocando danni ai pregiati limoneti Igp, le
coltivazioni di albicocco e le altre colture fr… [+1772 chars]",,2026-04-16 16:53:54+00:00,wmo,Switzerland,WCE,Europe
d21f8c9cce44567b067ab06436634129,2026-04-02T08:55:10Z,Snow&Ice,neve sardegna,www.ansa.it,it,0.7,"Schnee auf Sardinien am Osterabend, 10 cm und Temperaturen unter Null. Der einzige Skilift auf Gennargentu bleibt immer noch geschlossen, aber nach einem Hauch von Frühling auf dem Gipfel des höchsten Gebirges Sardiniens gibt es diejenigen, die für das letzte weiße Wochenende dieses Monats noch einmal Schneeschuhe und Schlitten hervorgeholt haben...…","Neve in Sardegna per la vigilia di Pasqua, 10 cm e temperature sottozero","L'unico impianto di risalita sul Gennargentu resta ancora fermo, ma dopo un accenno di primavera sulla cima della catena montuosa più alta della Sardegna c'è chi ha nuovamente tirato fuori ciaspole e slittini per l'ultimo fine settimana bianco di questa lu...…","Snow in Sardinia on Easter Eve, 10 cm and temperatures below zero. The only ski lift on Gennargentu still remains closed, but after a hint of spring on the top of the highest mountain range in Sardinia there are those who have once again brought out snowshoes and sleds for the last white weekend of this month...…","Nix in Sardinia in Eva Paschatis, 10 cm et temperaturae infra zerum. Sola ski elevatio in Gennargentu adhuc clausa manet, sed postquam fons in summitate altissimi montis in Sardinia sunt, qui semel iterum nixshoes eduxerunt et trahas ad album ultimum huius mensis .....",https://www.ansa.it/sito/notizie/cronaca/2026/04/02/neve-in-sardegna-per-la-vigilia-di-pasqua-10-cm-e-temperature-sottozero_92994025-01a9-40c4-ae89-20787f30f8e8.html,https://www.ansa.it/webimages/img_1129x635/2026/4/2/c3fba5823307254e6097e66094ea51f1.jpg,,"Se hai scelto di non accettare i cookie di profilazione e tracciamento, puoi aderire all’abbonamento ""Consentless"" a un costo molto accessibile, oppure scegliere un altro abbonamento per accedere ad … [+320 chars]",,2026-04-17 07:09:03+00:00,wmo,Italy,MED,Europe
7541b6a1db4accc6f67c69c75475df46,2026-04-04T11:46:10Z,Snow&Ice,neve franches montagnes,www.ansa.it,it,0.3,"Schlechtes Wetter in der Gegend von Foggia, auch Faeto war drei Tage lang isoliert. „Unser Territorium hat wirklich komplizierte Tage erlebt.“ (ANSA)","Maltempo nel Foggiano, anche Faeto isolata per tre giorni","""Il nostro territorio ha vissuto giorni davvero complicati. (ANSA)","Bad weather in the Foggia area, Faeto also isolated for three days. ""Our territory has experienced truly complicated days. (ANSA)","Tempestatibus in area Foggiae, Faeto etiam per triduum semotus est. ""Tertius noster perplexis diebus vere perplexus est"".",https://www.ansa.it/puglia/notizie/2026/04/04/maltempo-nel-foggiano-anche-faeto-isolata-per-tre-giorni_163ed6b4-8d37-4a62-9775-665325f9018a.html,https://www.ansa.it/webimages/img_1129x635/2026/4/4/16f35e48897b31f1ca182c98ac7e875a.jpg,,"""Il nostro territorio ha vissuto
giorni davvero complicati. La strada provinciale 125 che collega
Faeto ai comuni di Castelluccio Valmaggiore, Troia, Lucera e
Foggia è stata interessata da detriti… [+2168 chars]",,2026-04-17 11:16:52+00:00,wmo,Switzerland,WCE,Europe
4e7f649ed0cc574d044cd00f52bb164b,2026-04-04T16:14:43Z,Snow&Ice,marcia sulla neve,www.ansa.it,it,0.3,"Ciciliano: „Es ist notwendig, die Isolation der Gemeinden im Dauni-Gebirge zu überwinden.“ „Zuallererst ist es notwendig, die Isolation der beiden Gemeinden aufzulösen und daher sofort das Straßennetz wiederherzustellen, was natürlich eine teilweise Wiederherstellung sein wird, aber es ist absolut notwendig und bereits nach Ostermontag werden wir in der Lage sein, die Wiederherstellung zu organisieren...","Ciciliano, 'necessario risolvere isolamento dei comuni sui Monti Dauni'","""Prima di tutto è necessario risolvere l'isolamento dei due comuni, quindi ripristinando immediatamente la viabilità che sarà un ripristino ovviamente parziale, però è assolutamente necessario e già da dopo Pasquetta si riuscirà a organizzare il ripristino...…","Ciciliano, 'it is necessary to resolve the isolation of the municipalities in the Dauni Mountains'. ""First of all it is necessary to resolve the isolation of the two municipalities, therefore immediately restoring the road system which will obviously be a partial restoration, but it is absolutely necessary and already after Easter Monday we will be able to organize the restoration...","Ciciliano, 'necessarium est municipiorum solitudo in Dauni montibus componi'. ""Primo omnium necessarium est duorum municipiorum solutionem resolvere, ideoque statim restituendi ratio viarum quae manifesto erit ex parte restituendi, sed omnino necessaria est et iam post Lunae Paschatis restitutionem instituere poterimus.",https://www.ansa.it/puglia/notizie/2026/04/04/ciciliano-necessario-risolvere-isolamento-dei-comuni-sui-monti-dauni_2d378a37-5f7b-4f4f-a482-b9b51f466859.html,https://www.ansa.it/webimages/img_1129x635/2026/4/4/bf6b70e0a53ab37ff32169f46b4bac50.jpg,,"""Prima di tutto è necessario
risolvere l'isolamento dei due comuni, quindi ripristinando
immediatamente la viabilità che sarà un ripristino ovviamente
parziale, però è assolutamente necessario e g… [+1760 chars]",,2026-04-17 11:16:52+00:00,wmo,Italy,MED,Europe
3702917aca9260b2687d12307fce7693,2026-04-04T16:29:01Z,Snow&Ice,gelo innertkirchen guttannen,www.ansa.it,it,0.3,"Decaro „arbeitet daran, die Verbindung mit der isolierten Stadt wiederherzustellen“. „Gemeinsam mit dem nationalen Katastrophenschutz haben wir mit dem Helikopter die kompliziertesten Gebiete überflogen.“ (ANSA)","Decaro, 'al lavoro per ripristinare collegamento con la città isolata'","""Insieme alla Protezione civile nazionale abbiamo sorvolato con l'elicottero le zone più complicate. (ANSA)","Decaro, 'working to restore connection with the isolated city'. ""Together with the national civil protection we flew over the most complicated areas with the helicopter. (ANSA)","Decaro, 'ad opus restaurandum cum urbe solitaria'. ""Una cum tutela nationali civili volavimus in locis perplexissimis cum helicopteris.",https://www.ansa.it/puglia/notizie/2026/04/04/decaro-al-lavoro-per-ripristinare-collegamento-con-la-citta-isolata_b872e028-45e9-48c2-be96-b972603549a2.html,https://www.ansa.it/webimages/img_1129x635/2026/4/4/d981380a20dfeff093f33d5aa7541ef2.jpg,,"""Insieme alla Protezione civile
nazionale abbiamo sorvolato con l'elicottero le zone più
complicate. Ovviamente non si riuscirà nel giro di qualche
giorno a dare viabilità a tutta l'area, però alm… [+1552 chars]",,2026-04-17 11:16:52+00:00,wmo,Switzerland,WCE,Europe
e77d7b895d45c30a6f9c852e9abd94c3,2026-04-04T17:16:13Z,Thunderstorm,maltempo sicilia,www.ansa.it,it,0.3,"Ciciliano: „Erheblicher Schaden in Molise, es ist ein fragiles Gebiet.“ „Es gibt erhebliche Schäden, es gibt viele Erdrutsche, glücklicherweise nicht groß, die jedoch den Verkehr unterbrechen. Es ist ein fragiles Gebiet, das wissen wir bereits.“ (ANSA)","Ciciliano, 'in Molise danni importanti, è un territorio fragile'","""Ci sono dei danni importanti, ci sono tante frane, fortunatamente non grandi, che però interrompono la viabilità. E' un territorio fragile, questo già lo sappiamo. (ANSA)","Ciciliano, 'significant damage in Molise, it is a fragile territory'. ""There is significant damage, there are many landslides, fortunately not large, which however interrupt traffic. It is a fragile territory, we already know this. (ANSA)","Ciciliano, 'Significat damnum in Molise, id est territorium fragile'. ""Insignis est damnum, multae sunt ruinae, fortunate non magnae, quae tamen negotiationem interrumpunt. Territorium fragile est, hoc iam scimus.",https://www.ansa.it/molise/notizie/2026/04/04/ciciliano-in-molise-danni-importanti-e-un-territorio-fragile_00df6dde-690b-40e6-bf2c-3f3baa38970f.html,https://www.ansa.it/webimages/img_1129x635/2026/4/4/c55c24b19fd4c040c2cc6b7e0bc27214.jpg,,"""Ci sono dei danni importanti, ci
sono tante frane, fortunatamente non grandi, che però
interrompono la viabilità. E' un territorio fragile, questo già
lo sappiamo. Adesso si faranno i conteggi in… [+1593 chars]",,2026-04-17 11:16:52+00:00,wmo,Italy,MED,Europe
